"PolicyID","Exposure","CarAge","Density","ClaimAmount","Error","ln_expo","ln_expo_err"
101047,0.85,0,2715,176,0,-0.162518929497775,-0.162518929497775
101072,0.75,1,122,59,-0.159092152485634,-0.287682072451781,-0.446774224937415
101073,0.42,0,60,17114,0,-0.867500567704723,-0.867500567704723
10108,0.26,1,1313,4502,-0.263312560532744,-1.34707364796661,-1.61038620849935
101080,0.73,0,2715,358,0,-0.3147107448397,-0.3147107448397
101086,0.64,0,2715,161,0,-0.446287102628419,-0.446287102628419
101091,0.22,1,93,2036833,-0.214699758513877,-1.51412773262978,-1.72882749114365
101098,0.25,0,53,1066,0,-1.38629436111989,-1.38629436111989
101112,0.26,1,913,1131,-0.196539695227015,-1.34707364796661,-1.54361334319362
101119,1,1,58,1144,-1.12454909496165,0,-1.12454909496165
101123,0.87,0,515,475,0,-0.139262067333508,-0.139262067333508
101162,1,0,283,1087,0,0,0
101193,1,0,15386,88,0,0,0
101205,1,0,283,348,0,0,0
101213,1,0,2103,1068,0,0,0
101237,0.21,1,37,1633,-0.316794895555508,-1.56064774826467,-1.87744264382018
101247,1,0,37,1107,0,0,0
101251,0.91,0,1313,1111,0,-0.0943106794712413,-0.0943106794712413
101253,0.85,0,1313,1101,0,-0.162518929497775,-0.162518929497775
101261,0.29,0,1313,1330,0,-1.23787435600162,-1.23787435600162
101283,1,0,298,944,0,0,0
101294,0.41,0,71,1971,0,-0.891598119283784,-0.891598119283784
101294,0.41,0,71,1097,0,-0.891598119283784,-0.891598119283784
101299,1,1,106,203,-0.141913302441687,0,-0.141913302441687
10130,1,0,282,33,0,0,0
101309,0.35,1,1313,1144,-0.173511653807788,-1.04982212449868,-1.22333377830647
101323,0.96,0,298,1622,0,-0.0408219945202552,-0.0408219945202552
101368,0.8,0,1313,376,0,-0.22314355131421,-0.22314355131421
101375,0.66,1,150,2890,-0.186002407004783,-0.415515443961666,-0.601517850966449
101388,0.68,0,1313,309,0,-0.385662480811985,-0.385662480811985
101441,0.64,0,4128,62,0,-0.446287102628419,-0.446287102628419
101452,1,0,205,85,0,0,0
101456,0.87,0,354,293,0,-0.139262067333508,-0.139262067333508
101495,1,0,713,1159,0,0,0
101508,1,0,568,4223,0,0,0
101525,0.28,0,1490,1129,0,-1.27296567581289,-1.27296567581289
101526,1,0,110,1131,0,0,0
10153,0.84,0,15703,1197,0,-0.174353387144778,-0.174353387144778
101532,0.26,0,416,1290,0,-1.34707364796661,-1.34707364796661
101569,0.59,1,439,1153,0.0115895663536933,-0.527632742082372,-0.516043175728679
101569,0.59,1,439,1121,-0.137865064396391,-0.527632742082372,-0.665497806478763
101576,0.05,0,416,81,0,-2.99573227355399,-2.99573227355399
101580,0.58,1,226,159,0.056884842832549,-0.544727175441672,-0.487842332609123
101673,0.49,0,30,1155,0,-0.713349887877465,-0.713349887877465
10168,1,0,1064,1107,0,0,0
101701,0.73,0,239,2002,0,-0.3147107448397,-0.3147107448397
101721,0.68,0,1313,1128,0,-0.385662480811985,-0.385662480811985
101765,0.91,0,2949,115,0,-0.0943106794712413,-0.0943106794712413
101765,0.91,0,2949,5780,0,-0.0943106794712413,-0.0943106794712413
101774,1,1,1386,18,-0.104835974908709,0,-0.104835974908709
101783,0.58,0,567,6708,0,-0.544727175441672,-0.544727175441672
101795,0.94,1,263,340,-0.0461344012232363,-0.0618754037180875,-0.108009804941324
101809,0.79,0,1386,1079,0,-0.23572233352107,-0.23572233352107
101818,0.5,0,1466,72,0,-0.693147180559945,-0.693147180559945
101819,0.75,1,575,1126,0.271757634069393,-0.287682072451781,-0.0159244383823882
101819,0.75,1,575,1063,0.423076676978094,-0.287682072451781,0.135394604526313
101820,0.75,1,2795,1061,0.0165901756749411,-0.287682072451781,-0.27109189677684
10183,1,0,373,322,0,0,0
101834,0.66,0,1571,76,0,-0.415515443961666,-0.415515443961666
101855,0.3,1,3095,5971,0.391691171079197,-1.20397280432594,-0.812281633246739
101857,0.5,1,3095,1111,-0.0517621644525918,-0.693147180559945,-0.744909345012537
101895,0.25,0,1557,3137,0,-1.38629436111989,-1.38629436111989
101907,0.44,0,104,87,0,-0.82098055206983,-0.82098055206983
101961,0.26,1,140,405,0.121519669846738,-1.34707364796661,-1.22555397811987
102015,0.83,1,303,81,-0.221147436286715,-0.186329578191493,-0.407477014478208
102029,0.75,0,127,299,0,-0.287682072451781,-0.287682072451781
102037,0.72,0,86,701,0,-0.328504066972036,-0.328504066972036
102050,0.75,0,48,811,0,-0.287682072451781,-0.287682072451781
102055,0.58,0,1055,2433,0,-0.544727175441672,-0.544727175441672
102070,0.37,0,4348,66248,0,-0.994252273343867,-0.994252273343867
102080,0.32,0,98,1481,0,-1.13943428318836,-1.13943428318836
102092,0.57,1,4348,201,0.0705549802201402,-0.562118918153541,-0.491563937933401
102134,0.32,0,1445,1220,0,-1.13943428318836,-1.13943428318836
102137,0.39,0,4348,1170,0,-0.941608539858445,-0.941608539858445
10219,1,0,105,1125,0,0,0
102192,0.1,1,1535,1138,0.546121023331756,-2.30258509299405,-1.75646406966229
102198,1,1,27000,1200,0.245830121021664,0,0.245830121021664
102250,0.77,1,75,1153,-0.00653901572208529,-0.261364764134408,-0.267903779856493
102258,0.89,1,273,161,-0.185768810707097,-0.116533816255952,-0.302302626963048
102271,0.06,1,31,495,0.394157161422446,-2.81341071676004,-2.41925355533759
102277,0.67,0,31,1189,0,-0.400477566597125,-0.400477566597125
102349,0.44,1,25,53,-0.307628235150511,-0.82098055206983,-1.12860878722034
102371,0.35,0,64,1312,0,-1.04982212449868,-1.04982212449868
102374,0.29,1,25,790,-0.0740380996580947,-1.23787435600162,-1.31191245565971
102376,0.3,0,29,1135,0,-1.20397280432594,-1.20397280432594
102385,0.00547945205479452,1,91,73,0.310191447912088,-5.20675017302255,-4.89655872511046
102409,0.31,1,866,483,0.489871190452516,-1.17118298150295,-0.681311791050429
102433,0.42,0,60,867,0,-0.867500567704723,-0.867500567704723
102437,0.4,0,37,1090,0,-0.916290731874155,-0.916290731874155
102525,0.45,1,405,403,0.00683023661568901,-0.798507696217772,-0.791677459602083
102529,0.48,1,115,338,-0.175647031676626,-0.7339691750802,-0.909616206756826
10254,0.41,0,27,589,0,-0.891598119283784,-0.891598119283784
102547,0.56,0,405,1190,0,-0.579818495252942,-0.579818495252942
102560,0.47,0,4998,1528,0,-0.755022584278033,-0.755022584278033
102586,0.12,1,4128,191,0.0727707206109458,-2.12026353620009,-2.04749281558915
102597,0.61,1,4128,15,-0.196962605521453,-0.49429632181478,-0.691258927336233
102609,0.57,0,983,1152,0,-0.562118918153541,-0.562118918153541
102612,0.79,1,3834,1655,0.0468067038156602,-0.23572233352107,-0.18891562970541
102622,0.8,0,983,72,0,-0.22314355131421,-0.22314355131421
102628,0.73,0,1457,1111,0,-0.3147107448397,-0.3147107448397
102628,0.73,0,1457,569,0,-0.3147107448397,-0.3147107448397
102677,0.92,0,3021,1178,0,-0.083381608939051,-0.083381608939051
102693,0.23,1,636,251,0.0337719948485388,-1.46967597005894,-1.4359039752104
102705,0.59,0,17,764,0,-0.527632742082372,-0.527632742082372
10271,1,0,1313,1109,0,0,0
102727,0.42,1,26,422,-0.0768041933286402,-0.867500567704723,-0.944304761033363
102766,0.17,0,1054,1142,0,-1.77195684193188,-1.77195684193188
10282,0.54,0,105,328,0,-0.616186139423817,-0.616186139423817
10284,1,1,435,1133,0.286463648518879,0,0.286463648518879
102860,0.32,0,2044,289,0,-1.13943428318836,-1.13943428318836
102876,0.24,0,2715,267,0,-1.42711635564015,-1.42711635564015
102877,0.4,1,4116,1124,0.205484552138315,-0.916290731874155,-0.71080617973584
10288,0.98,0,25,1137,0,-0.0202027073175195,-0.0202027073175195
102885,0.51,0,1296,1159,0,-0.673344553263766,-0.673344553263766
102886,0.07,0,4116,3825,0,-2.65926003693278,-2.65926003693278
102897,0.32,1,4116,3,-0.124322582683852,-1.13943428318836,-1.26375686587222
102901,0.45,0,103,1112,0,-0.798507696217772,-0.798507696217772
102926,0.24,0,14368,1124,0,-1.42711635564015,-1.42711635564015
102928,0.31,1,53,1428,0.125272318851952,-1.17118298150295,-1.04591066265099
102935,0.11,0,12,6113,0,-2.20727491318972,-2.20727491318972
102952,0.13,0,2715,121,0,-2.04022082852655,-2.04022082852655
102985,0.12,1,125,1094,-0.400796803550317,-2.12026353620009,-2.52106033975041
10299,1,0,128,3895,0,0,0
10318,1,0,362,1292,0,0,0
103264,0.29,1,208,71,-0.350037852346054,-1.23787435600162,-1.58791220834767
103265,0.26,1,208,1149,-0.742445872431143,-1.34707364796661,-2.08951952039775
103301,0.56,1,568,1132,0.0345967951014752,-0.579818495252942,-0.545221700151467
103338,0.32,0,261,1118,0,-1.13943428318836,-1.13943428318836
103350,0.19,1,23,1701,-0.0815329999102627,-1.66073120682165,-1.74226420673191
10339,1,1,1974,1145,-0.769598408250642,0,-0.769598408250642
103405,0.32,0,405,69,0,-1.13943428318836,-1.13943428318836
103442,0.2,1,405,1166,0.0752357058899253,-1.6094379124341,-1.53420220654417
10352,0.92,1,128,1821,-0.143209604173236,-0.083381608939051,-0.226591213112287
10354,1,0,826,1114,0,0,0
103542,0.26,0,122,3159,0,-1.34707364796661,-1.34707364796661
103554,0.2,0,47,1457,0,-1.6094379124341,-1.6094379124341
103643,0.5,1,41,1103,0.407214904806691,-0.693147180559945,-0.285932275753254
103675,0.59,0,3184,635,0,-0.527632742082372,-0.527632742082372
10372,0.35,0,64,101,0,-1.04982212449868,-1.04982212449868
103761,0.21,0,97,1026,0,-1.56064774826467,-1.56064774826467
103827,0.4,0,522,1080,0,-0.916290731874155,-0.916290731874155
10387,0.79,0,1974,218,0,-0.23572233352107,-0.23572233352107
10389,0.8,0,81,1113,0,-0.22314355131421,-0.22314355131421
103892,0.05,1,4116,116,-0.583985232405419,-2.99573227355399,-3.57971750595941
103966,1,1,1313,704,0.202928681635305,0,0.202928681635305
103972,1,0,109,62,0,0,0
103988,0.66,1,170,1092,0.265091419670647,-0.415515443961666,-0.150424024291019
104031,1,0,399,78,0,0,0
104112,0.91,0,9,1206,0,-0.0943106794712413,-0.0943106794712413
104135,1,1,1313,1089,-0.0561898887249583,0,-0.0561898887249583
104167,0.54,1,18,1991,-0.140888036088119,-0.616186139423817,-0.757074175511936
104179,1,0,754,575,0,0,0
104181,0.26,0,203,101,0,-1.34707364796661,-1.34707364796661
10419,0.75,1,230,1099,0.103630714440862,-0.287682072451781,-0.184051358010919
104208,0.11,1,4116,501,0.196922965328502,-2.20727491318972,-2.01035194786122
104259,1,1,12,1085,0.0215991563469521,0,0.0215991563469521
104323,1,1,493,1127,-0.118602750343818,0,-0.118602750343818
104330,1,0,24,1140,0,0,0
104399,1,0,131,1036,0,0,0
104439,1,0,117,1115,0,0,0
10444,0.45,0,1974,1647,0,-0.798507696217772,-0.798507696217772
104445,1,0,3866,1097,0,0,0
104445,1,0,3866,66,0,0,0
10446,0.02,1,1974,861,0.0134520235675816,-3.91202300542815,-3.89857098186056
104460,0.93,0,197,1123,0,-0.0725706928348354,-0.0725706928348354
104465,0.63,0,4436,43703,0,-0.462035459596559,-0.462035459596559
104467,1,1,283,1159,0.200450548244556,0,0.200450548244556
104529,1,0,798,1131,0,0,0
104529,1,0,798,3264,0,0,0
104546,0.81,0,5202,2434,0,-0.210721031315653,-0.210721031315653
104566,0.49,0,405,1035,0,-0.713349887877465,-0.713349887877465
104590,1,0,295,41,0,0,0
104594,1,0,37,1136,0,0,0
104626,1,0,43,1951,0,0,0
104631,0.93,1,214,442,-0.381806026640782,-0.0725706928348354,-0.454376719475617
104654,1,0,137,1209,0,0,0
104671,0.76,1,14,1202,0.00215655305812635,-0.27443684570176,-0.272280292643634
10468,1,0,1974,1093,0,0,0
104691,0.47,0,3545,2589,0,-0.755022584278033,-0.755022584278033
104720,0.18,0,295,610,0,-1.71479842809193,-1.71479842809193
10476,0.65,0,29,379,0,-0.430782916092454,-0.430782916092454
104764,0.34,0,14,92,0,-1.07880966137193,-1.07880966137193
104797,1,1,1313,253,-0.094487707640339,0,-0.094487707640339
104799,1,0,48,1152,0,0,0
1048,0.49,0,27000,1768,0,-0.713349887877465,-0.713349887877465
104807,1,0,39,1083,0,0,0
104825,1,0,222,4971,0,0,0
10492,0.94,0,88,1119,0,-0.0618754037180875,-0.0618754037180875
104940,1,1,4128,1166,-0.139697671401991,0,-0.139697671401991
104952,1,1,125,1139,0.186882803899343,0,0.186882803899343
104986,1,0,59,70,0,0,0
105009,1,0,238,1116,0,0,0
105050,1,1,193,368,-0.358703735155902,0,-0.358703735155902
105062,1,0,831,1132,0,0,0
105063,1,0,165,1294,0,0,0
105080,0.04,1,210,1117,-0.13874322085354,-3.2188758248682,-3.35761904572174
105098,0.74,0,182,63,0,-0.301105092783922,-0.301105092783922
10511,0.72,0,80,1086,0,-0.328504066972036,-0.328504066972036
105159,0.19,1,27000,80,0.109067389324078,-1.66073120682165,-1.55166381749757
105189,1,1,1191,1225,-0.142112875088712,0,-0.142112875088712
105209,0.38,1,27000,538,0.0138571707608299,-0.967584026261706,-0.953726855500876
105223,1,1,1175,1153,-0.17961471035354,0,-0.17961471035354
105240,1,0,2575,325,0,0,0
105248,1,1,473,1154,0.577071498365706,0,0.577071498365706
105251,1,1,19,1118,0.0670804696230933,0,0.0670804696230933
10530,0.31,0,298,285,0,-1.17118298150295,-1.17118298150295
105315,1,1,76,1097,-0.428161731005689,0,-0.428161731005689
105362,1,1,4128,1139,0.365074174284867,0,0.365074174284867
105365,1,1,1943,1127,0.291162588086059,0,0.291162588086059
105372,1,1,91,1118,-0.141877947369764,0,-0.141877947369764
105381,1,0,1054,1202,0,0,0
105466,1,0,473,1084,0,0,0
105468,0.44,1,44,1127,0.46299435815309,-0.82098055206983,-0.35798619391674
105476,0.68,1,282,440,-0.044622106878061,-0.385662480811985,-0.430284587690046
105508,1,0,27000,1149,0,0,0
105508,1,0,27000,209,0,0,0
105539,1,0,983,97,0,0,0
105550,1,0,66,1156,0,0,0
105618,1,0,125,447,0,0,0
105646,0.85,0,4116,1027,0,-0.162518929497775,-0.162518929497775
105646,0.85,0,4116,4517,0,-0.162518929497775,-0.162518929497775
105777,1,0,30,1100,0,0,0
105786,1,0,102,1185,0,0,0
105791,1,0,405,1178,0,0,0
105821,1,0,17140,148,0,0,0
105853,0.57,0,8,2556,0,-0.562118918153541,-0.562118918153541
10586,1,0,85,928,0,0,0
105863,1,1,105,82,-0.35706178159653,0,-0.35706178159653
105899,1,0,60,2353,0,0,0
1059,0.51,0,949,584,0,-0.673344553263766,-0.673344553263766
105949,0.85,0,287,1176,0,-0.162518929497775,-0.162518929497775
105960,1,1,71,1141,-0.409690420682966,0,-0.409690420682966
106027,1,0,473,5804,0,0,0
106027,1,0,473,1146,0,0,0
106032,1,1,109,1094,0.392254890384099,0,0.392254890384099
106073,1,0,138,1137,0,0,0
10608,0.55,0,3541,1084,0,-0.59783700075562,-0.59783700075562
106085,1,0,741,1711,0,0,0
106107,1,0,27,74,0,0,0
106168,1,0,27,1138,0,0,0
106212,1,0,2715,2185,0,0,0
106245,1,0,105,576,0,0,0
106254,1,0,46,1142,0,0,0
106256,1,0,64,1114,0,0,0
106274,0.58,0,46,1116,0,-0.544727175441672,-0.544727175441672
10638,0.16,1,213,88,0.379026653100438,-1.83258146374831,-1.45355481064787
106389,0.61,0,295,57,0,-0.49429632181478,-0.49429632181478
106418,1,1,76,1128,0.158841503839104,0,0.158841503839104
10643,0.79,0,657,630,0,-0.23572233352107,-0.23572233352107
106443,0.36,1,92,2220,0.0746023047856967,-1.02165124753198,-0.947048942746285
10646,0.57,0,657,1090,0,-0.562118918153541,-0.562118918153541
106463,1,0,1054,1112,0,0,0
106479,1,0,405,1100,0,0,0
10649,0.16,0,657,1176,0,-1.83258146374831,-1.83258146374831
106525,1,0,22,371,0,0,0
106532,1,0,13,1172,0,0,0
106547,0.78,0,19,2236,0,-0.2484613592985,-0.2484613592985
106576,1,0,4116,1044,0,0,0
106583,0.97,0,27,66,0,-0.0304592074847086,-0.0304592074847086
106594,0.88,1,25,5432,-0.113637562734692,-0.127833371509885,-0.241470934244576
10664,0.83,0,20,1142,0,-0.186329578191493,-0.186329578191493
106674,1,0,722,1092,0,0,0
106724,1,0,1193,71,0,0,0
106740,1,1,983,1114,-0.117204240739929,0,-0.117204240739929
106836,1,0,473,1337,0,0,0
10685,1,0,657,1137,0,0,0
106856,0.69,1,1192,1097,0.337342819418624,-0.371063681390832,-0.0337208619722076
106864,0.91,0,175,78,0,-0.0943106794712413,-0.0943106794712413
106874,1,0,151,1120,0,0,0
106880,0.47,0,48,56,0,-0.755022584278033,-0.755022584278033
106885,1,0,473,1091,0,0,0
106929,1,0,146,89,0,0,0
106929,1,0,146,1421,0,0,0
106944,0.66,1,90,202,-0.0110966631031523,-0.415515443961666,-0.426612107064818
106957,1,0,1165,1140,0,0,0
106960,0.5,1,52,193,0.308970174108909,-0.693147180559945,-0.384177006451037
106986,0.05,1,32,79,0.141964898396317,-2.99573227355399,-2.85376737515767
106998,1,1,1064,1119,-0.0481646368832665,0,-0.0481646368832665
107068,0.81,1,61,82,0.0579798956108521,-0.210721031315653,-0.1527411357048
10707,0.56,1,657,1064,-0.360320366251482,-0.579818495252942,-0.940138861504424
107090,1,0,405,595,0,0,0
107097,0.84,1,37,1136,-0.449216215917758,-0.174353387144778,-0.623569603062536
107129,1,0,4496,463,0,0,0
107130,1,0,16,580,0,0,0
107204,1,1,76,1145,-0.632256701022844,0,-0.632256701022844
107205,1,0,399,155,0,0,0
107242,0.74,1,2715,90,0.0270655180372202,-0.301105092783922,-0.274039574746701
107255,1,0,4116,81,0,0,0
10727,1,0,965,58,0,0,0
107270,1,0,4087,1174,0,0,0
107344,0.31,1,801,1096,-0.051428400827152,-1.17118298150295,-1.2226113823301
10735,1,1,12,922,-0.34068342867582,0,-0.34068342867582
107360,1,0,1974,1144,0,0,0
107360,1,0,1974,1070,0,0,0
107376,1,0,25,622,0,0,0
107411,1,1,196,1144,-0.540878680467894,0,-0.540878680467894
107427,1,0,4128,1125,0,0,0
107484,0.57,0,152,72,0,-0.562118918153541,-0.562118918153541
107517,0.1,0,172,4296,0,-2.30258509299405,-2.30258509299405
107532,1,1,111,1097,0.0715494396858307,0,0.0715494396858307
107547,1,1,98,1075,0.300685253018442,0,0.300685253018442
107554,1,1,4116,1129,0.666739537256386,0,0.666739537256386
10757,0.16,1,657,1122,-0.138910399689868,-1.83258146374831,-1.97149186343818
107580,1,1,62,130,0.333508810613266,0,0.333508810613266
107584,0.03,1,24,7154,-0.51830029839135,-3.50655789731998,-4.02485819571133
107651,1,0,354,1106,0,0,0
107686,1,1,66,201,0.265942236556474,0,0.265942236556474
107692,1,1,3386,1133,-0.166169786947363,0,-0.166169786947363
107696,1,1,333,165,0.0201938451559503,0,0.0201938451559503
107700,1,0,200,1160,0,0,0
107799,0.92,0,44,541,0,-0.083381608939051,-0.083381608939051
107869,1,0,137,326,0,0,0
107875,0.11,1,155,1152,-0.103675821733948,-2.20727491318972,-2.31095073492367
108028,1,0,22,1154,0,0,0
108126,0.23,1,52,1046,0.14781409624526,-1.46967597005894,-1.32186187381368
108149,0.74,0,53,1144,0,-0.301105092783922,-0.301105092783922
108169,1,0,634,1115,0,0,0
108236,1,1,528,1068,-0.139135818594063,0,-0.139135818594063
108251,0.51,0,307,1209,0,-0.673344553263766,-0.673344553263766
108364,1,1,91,1119,-0.0911240472197075,0,-0.0911240472197075
108369,1,1,115,1123,-0.416139395064904,0,-0.416139395064904
108384,1,0,399,1184,0,0,0
108392,0.64,1,405,66,0.382418440220403,-0.446287102628419,-0.0638686624080161
108440,1,0,109,2798,0,0,0
108490,0.22,1,38,979,-0.073240179944763,-1.51412773262978,-1.58736791257454
108496,0.55,0,7187,3556,0,-0.59783700075562,-0.59783700075562
10851,0.36,1,57,1147,-0.411091635344002,-1.02165124753198,-1.43274288287598
10853,1,0,2694,86,0,0,0
108533,1,1,91,1140,0.417234716395382,0,0.417234716395382
108545,0.52,0,405,1648,0,-0.653926467406664,-0.653926467406664
108564,1,1,105,1151,0.110326202272022,0,0.110326202272022
108568,1,0,405,1089,0,0,0
108589,1,1,111,1130,0.922143011667089,0,0.922143011667089
108622,1,0,1729,1545,0,0,0
108623,1,0,4116,1145,0,0,0
108667,0.92,0,16,3591,0,-0.083381608939051,-0.083381608939051
108688,1,1,37,1141,0.0315963576692055,0,0.0315963576692055
108776,1,1,1153,151,0.415257903066734,0,0.415257903066734
108783,1,0,1165,914,0,0,0
108807,1,0,149,1060,0,0,0
108823,1,1,24,1157,0.218014941812829,0,0.218014941812829
108848,1,0,83,1140,0,0,0
108876,1,1,155,737,-0.1270368645379,0,-0.1270368645379
108884,0.6,0,405,5255,0,-0.510825623765991,-0.510825623765991
108892,1,0,16,1125,0,0,0
108915,1,0,4116,1131,0,0,0
10893,1,0,393,2036,0,0,0
108939,0.64,0,48,1129,0,-0.446287102628419,-0.446287102628419
108955,1,0,399,12964,0,0,0
108963,0.58,0,12,4708,0,-0.544727175441672,-0.544727175441672
108980,1,0,164,1139,0,0,0
10900,0.57,0,4116,797,0,-0.562118918153541,-0.562118918153541
109207,0.73,0,358,15,0,-0.3147107448397,-0.3147107448397
109222,1,1,4116,96,0.327709529169676,0,0.327709529169676
109224,1,1,22,276,-0.351092527785272,0,-0.351092527785272
109252,1,1,2044,1307,-0.0498777803151987,0,-0.0498777803151987
109271,0.84,0,10008,2818,0,-0.174353387144778,-0.174353387144778
109271,0.84,0,10008,2605,0,-0.174353387144778,-0.174353387144778
109298,1,0,28,1177,0,0,0
109312,1,0,399,1086,0,0,0
109326,1,0,6705,1142,0,0,0
10939,1,1,1313,2240,0.49856726842891,0,0.49856726842891
10940,0.03,0,15,4675,0,-3.50655789731998,-3.50655789731998
109415,1,0,94,15,0,0,0
109428,1,0,4128,475,0,0,0
109444,0.81,0,17,151,0,-0.210721031315653,-0.210721031315653
109465,1,0,722,5511,0,0,0
109493,1,0,115,1196,0,0,0
109511,1,0,983,688,0,0,0
109511,1,0,983,606,0,0,0
109532,0.44,0,3386,1165,0,-0.82098055206983,-0.82098055206983
109653,1,0,43,374,0,0,0
109660,1,0,40,997,0,0,0
109661,0.89,1,64,263,-0.264042823341447,-0.116533816255952,-0.380576639597399
109675,1,0,203,1097,0,0,0
109678,0.37,0,88,1113,0,-0.994252273343867,-0.994252273343867
