"Risk","Zone","Experience","SumInsAvg","TotalLoss","Error","ln_insured","ln_insured_err"
1,1,1,1119.12,180345,0,7.02029794116817,7.02029794116817
1,1,1,2861.69,484604,0,7.95916763838678,7.95916763838678
1,1,1,1111,152801,0,7.01301578963963,7.01301578963963
1,1,1,166.61,14084,0,5.11565575194098,5.11565575194098
1,1,1,48264.64,8977527,0,10.7844544804338,10.7844544804338
1,2,0,458.89,532092,-4.51673687366414,6.12881052992343,1.6120736562593
1,2,0,72.78,9006,10.4511663009562,4.28744119218401,14.7386074931402
1,2,0,33.23,45498,-3.72049273221499,3.5034530823665,-0.21703964984849
1,2,0,1544.55,337480,7.24322248524919,7.34248788477087,14.5857103700201
1,2,0,200.9,191982,0.733302723411853,5.30280727182089,6.03610999523274
1,2,0,663.98,300632,1.61883704246937,6.49825202854088,8.11708907101025
1,2,0,124.73,23349,2.38785057319005,4.82615140113762,7.21400197432766
1,2,0,29.24,13581,-4.44320201277857,3.37553763488158,-1.06766437789699
1,2,0,11381,6173598,-10.4000128400653,9.33970057728189,-1.06031226278345
1,2,0,364.78,211494,-5.99623793045401,5.89929443213585,-0.0969434983181534
1,2,0,51.89,10811,-5.48905496455846,3.94912609337965,-1.53992887117881
1,2,0,29.39,36204,-22.2080652043765,3.38065448043083,-18.8274107239456
1,2,0,1053.01,135007,-8.84759993235565,6.95940800876505,-1.88819192359061
1,2,0,110.1,49061,-2.80256316786317,4.70138904372863,1.89882587586547
1,2,0,470.62,64287,-4.84591676832657,6.15405097432773,1.30813420600117
1,2,0,93.29,51080,-5.19476452026719,4.53571292097287,-0.659051599294324
1,2,0,17.88,600,0.323678973132321,2.88368276974537,3.20736174287769
1,2,0,7607.66,2510207,-3.85036170576173,8.9369109134264,5.08654920766466
1,2,0,315.14,106975,1.58870720033157,5.7530169845339,7.34172418486547
1,2,0,64.53,16922,-2.07034461809458,4.16713023194775,2.09678561385317
1,2,0,27.24,8255,-1.28846370591364,3.30468648128131,2.01622277536767
1,2,0,726.13,93656,7.58977767174344,6.58772906215575,14.1775067338992
1,2,0,96.49,44966,11.8158885484844,4.56943937603229,16.3853279245167
1,2,0,365.81,43426,0.463338390986347,5.90211407292592,6.36545246391226
1,2,0,80.8,48691,10.9393390719497,4.39197696552705,15.3313160374768
1,2,0,5898.98,1392652,-1.44563857920207,8.68253473359217,7.2368961543901
1,2,1,69.55,34137,0,4.24204591836945,4.24204591836945
1,2,1,33.37,2702,0,3.50765729276328,3.50765729276328
1,2,1,507.57,22292,0,6.22963463243881,6.22963463243881
1,2,1,316.14,57404,0,5.75618515344925,5.75618515344925
1,2,1,72.05,8538,0,4.27736032244553,4.27736032244553
1,2,1,4957.56,1375988,0,8.50866896319515,8.50866896319515
1,2,1,473.63,136376,0,6.16042642615821,6.16042642615821
1,2,1,88.09,19038,0,4.4783590191217,4.4783590191217
1,2,1,46.27,3604,0,3.83449380291891,3.83449380291891
1,2,1,126.88,26433,0,4.84324175788654,4.84324175788654
1,2,1,316.15,52950,0,5.75621678450462,5.75621678450462
1,2,1,23.37,2680,0,3.15145314855077,3.15145314855077
1,2,1,5481.31,1079230,0,8.60909940246879,8.60909940246879
1,2,1,996.27,236220,0,6.90401830518523,6.90401830518523
1,2,1,175.14,25036,0,5.16558565409408,5.16558565409408
1,2,1,111.97,22261,0,4.71823097827211,4.71823097827211
1,2,1,601.61,88961,0,6.39960939483791,6.39960939483791
1,2,1,260.69,64368,0,5.56333196193755,5.56333196193755
1,2,1,229.72,46244,0,5.4368611759961,5.4368611759961
1,2,1,46.66,14385,0,3.84288726659328,3.84288726659328
1,2,1,9830.72,1840742,0,9.19326745562677,9.19326745562677
1,2,1,6021.43,1086534,0,8.70308005162258,8.70308005162258
1,2,1,751.59,100564,0,6.62219096250136,6.62219096250136
1,2,1,3293.99,201401,0,8.09985487491027,8.09985487491027
1,2,1,3665.27,524316,0,8.20665728145719,8.20665728145719
1,2,1,1369.91,159658,0,7.22250032323361,7.22250032323361
1,2,1,183.98,18603,0,5.21482705604901,5.21482705604901
1,2,1,55084.54,8500391,0,10.9166243750086,10.9166243750086
1,3,0,453.06,329632,3.3938596795588,6.11602456704339,9.50988424660219
1,3,0,67.13,79565,-6.17631177074357,4.20663103795066,-1.96968073279291
1,3,0,35.22,11746,1.97049336015481,3.56161410306806,5.53210746322287
1,3,0,1653.17,338305,15.2523301255068,7.4104499358482,22.662780061355
1,3,0,206.62,124108,3.43283081993529,5.3308813574213,8.76371217735658
1,3,0,859.95,213078,-0.182624770386356,6.7568742480225,6.57424947763615
1,3,0,110.08,34844,-5.18824053071874,4.70120737418503,-0.48703315653371
1,3,0,25.92,25319,7.78398024671402,3.25501487148407,11.0389951181981
1,3,0,11436.08,5173923,-12.1503417423724,9.34452854887069,-2.80581319350166
1,3,0,317.1,90162,-2.06777159202024,5.7592171815443,3.69144558952406
1,3,0,54.58,19327,6.12579026734845,3.99966751528019,10.1254577826286
1,3,0,22.59,1209,13.6813577880116,3.11750733047991,16.7988651184915
1,3,0,1187.43,123124,0.190758127314443,7.07954658680291,7.27030471411735
1,3,0,129.53,99258,-4.90555462661577,4.86391251454216,-0.0416421120736077
1,3,0,617.11,137828,2.03237562153858,6.42504729002476,8.45742291156335
1,3,0,102.5,14904,-5.50086620629548,4.62986279857846,-0.871003407717021
1,3,0,21.56,597,1.30724009547895,3.0708397460408,4.37807984151975
1,3,0,8351.79,1937445,0.943200485643848,9.03023116612815,9.973431651772
1,3,0,357.43,37835,-2.14502438401834,5.87893953876611,3.73391515474778
1,3,0,62.87,5014,5.657203774823,4.14106910239497,9.79827287721797
1,3,0,849.23,61591,5.73887122269158,6.74433005657204,12.4832012792636
1,3,0,119.21,47495,-3.47214077491726,4.78088664372991,1.30874586881265
1,3,0,463.6,53173,3.49866546257644,6.1390221114656,9.63768757404203
1,3,0,104.36,11936,-11.1936455471039,4.64784646026853,-6.54579908683534
1,3,0,14.21,31442,-9.77602518913128,2.65394594210901,-7.12207924702227
1,3,0,6540.44,1284025,-20.7353847642679,8.78575972047562,-11.9496250437923
1,3,1,338.37,136281,0,5.82413997131994,5.82413997131994
1,3,1,52.49,9253,0,3.96062267526421,3.96062267526421
1,3,1,571.94,142536,0,6.34903409077303,6.34903409077303
1,3,1,113.36,21433,0,4.73056859538243,4.73056859538243
1,3,1,85.15,4079,0,4.4444144071087,4.4444144071087
1,3,1,16.16,1012,0,2.78253905309295,2.78253905309295
1,3,1,5123.78,994540,0,8.54164772688801,8.54164772688801
1,3,1,459.4,61958,0,6.129921290255,6.129921290255
1,3,1,41.51,44278,0,3.72593436206495,3.72593436206495
1,3,1,517.24,18455,0,6.24850698342765,6.24850698342765
1,3,1,136.08,28248,0,4.91324294808761,4.91324294808761
1,3,1,417.71,15568,0,6.0347874118438,6.0347874118438
1,3,1,5849.14,1184032,0,8.67404992087208,8.67404992087208
1,3,1,1060.28,245621,0,6.96628830316779,6.96628830316779
1,3,1,124.82,12648,0,4.8268726995059,4.8268726995059
1,3,1,119.17,5855,0,4.78055104510271,4.78055104510271
1,3,1,639.97,64278,0,6.46142130025505,6.46142130025505
1,3,1,307.56,90310,0,5.72867019016398,5.72867019016398
1,3,1,740.33,117763,0,6.60709603273982,6.60709603273982
1,3,1,233.83,20303,0,5.4545943556053,5.4545943556053
1,3,1,53.41,6221,0,3.97799799435168,3.97799799435168
1,3,1,10263.04,2026554,0,9.23630437113398,9.23630437113398
1,3,1,7155.96,980780,0,8.87570085489806,8.87570085489806
1,3,1,999.32,168854,0,6.90707504767727,6.90707504767727
1,3,1,1049.99,41459,0,6.95653591929669,6.95653591929669
1,3,1,3712.23,229231,0,8.21938805319347,8.21938805319347
1,3,1,1862.44,388511,0,7.52964273496971,7.52964273496971
1,3,1,4964,622350,0,8.5099671463245,8.5099671463245
1,3,1,1785.23,253660,0,7.48730253745371,7.48730253745371
1,3,1,331.45,94395,0,5.8034769686874,5.8034769686874
1,4,0,868.6,627513,0.966235903084178,6.76688272010072,7.7331186231849
1,4,0,122.54,113492,-2.277092764471,4.80843750729751,2.53134474282651
1,4,0,55.08,33925,-15.1983507951669,4.00878667386045,-11.1895641213064
1,4,0,2751.7,578698,2.10121891381864,7.91997418148313,10.0211930953018
1,4,0,328.36,149698,-3.99962657849641,5.79411056748007,1.79448398898366
1,4,0,231.91,55103,11.3728933602423,5.44634936536712,16.8192427256094
1,4,0,48.77,34267,-11.5327842757232,3.88711536972196,-7.64566890600124
1,4,0,20153.28,6605073,5.66748964424193,9.91112233328407,15.578611977526
1,4,0,622.23,300510,7.40360043564881,6.4333097993089,13.8369102349577
1,4,0,94.03,11936,-1.10966139070441,4.54361388028899,3.43395248958458
1,4,0,36.73,6387,-8.03185382190767,3.60359385983158,-4.42825996207609
1,4,0,2037.95,152944,2.89424834471895,7.61969967962499,10.5139480243439
1,4,0,1217.01,344450,5.49975911595597,7.10415230988064,12.6039114258366
1,4,0,155.5,113524,0.870689828074632,5.04664573161929,5.91733555969392
1,4,0,14648.2,3150912,-3.31239455130455,9.59207274000226,6.27967818869771
1,4,0,613.17,168882,0.265656179759629,6.4186422221218,6.68429840188143
1,4,0,108.4,43676,3.95858114653493,4.68582808900555,8.64440923554048
1,4,0,1447.58,66208,-10.663262012339,7.27764847562288,-3.38561353671614
1,4,0,933.44,374818,0.122942439989903,6.83887668667936,6.96181912666926
1,4,0,153.11,38157,-1.86598271404084,5.031156617317,3.16517390327617
1,4,0,32.44,8234,-2.75880796071493,3.47939222924721,0.720584268532285
1,4,0,11314.54,2035982,5.21935266740604,9.33384390324212,14.5531965706482
1,4,1,573.86,214513,0,6.3523854641315,6.3523854641315
1,4,1,49.14,12947,0,3.89467336709303,3.89467336709303
1,4,1,970.81,77705,0,6.87813077458225,6.87813077458225
1,4,1,135.49,16781,0,4.90889783685834,4.90889783685834
1,4,1,740.62,87155,0,6.60748767324586,6.60748767324586
1,4,1,8785.71,1189357,0,9.0808818169343,9.0808818169343
1,4,1,783.1,97770,0,6.66326040175689,6.66326040175689
1,4,1,127.17,21026,0,4.84552477403266,4.84552477403266
1,4,1,86.26,15583,0,4.4573659912197,4.4573659912197
1,4,1,886.11,71474,0,6.78684109639754,6.78684109639754
1,4,1,200.68,74804,0,5.30171159961605,5.30171159961605
1,4,1,53.05,6827,0,3.97123486505999,3.97123486505999
1,4,1,1839.13,505590,0,7.51704791269857,7.51704791269857
1,4,1,298.73,16182,0,5.69954015539807,5.69954015539807
1,4,1,234.01,42369,0,5.45536384948732,5.45536384948732
1,4,1,1047.27,147524,0,6.95394205728145,6.95394205728145
1,4,1,481.63,70430,0,6.17717618441333,6.17717618441333
1,4,1,1317.07,162323,0,7.1831648514318,7.1831648514318
1,4,1,360.55,127814,0,5.88763064336277,5.88763064336277
1,4,1,90.61,80134,0,4.50656458223397,4.50656458223397
1,4,1,17332.9,2833885,0,9.76036170858295,9.76036170858295
1,4,1,2140.94,253490,0,7.66900026390928,7.66900026390928
1,4,1,6923.74,435674,0,8.84271136504224,8.84271136504224
1,4,1,10409.88,1070372,0,9.25051063416505,9.25051063416505
1,4,1,3252.99,317119,0,8.08732985238317,8.08732985238317
1,4,1,768.54,160411,0,6.6444926110711,6.6444926110711
1,4,1,127687.27,15540162,0,11.7573393502857,11.7573393502857
1,5,0,15.53,1668,-7.08383117739054,2.7427736371606,-4.34105754022995
1,5,0,454.21,61507,-2.73995907265009,6.11855964616181,3.37860057351172
1,5,0,69.38,83497,2.15390835725392,4.2395986415416,6.39350699879553
1,5,0,301.14,87734,-2.80650441184976,5.7075752728949,2.90107086104514
1,5,0,47.82,51950,0.273657195744917,3.86744396203018,4.1411011577751
1,5,0,3645.26,1855941,-3.54710631760602,8.2011829724887,4.65407665488269
1,5,0,132.69,27325,11.3962489683297,4.88801558054834,16.2842645488781
1,5,0,17.31,1554,2.70410017989145,2.85128436918812,5.55538454907957
1,5,0,324.26,22854,-8.4555166891289,5.78154566312192,-2.67397102600698
1,5,0,51.8,40692,7.20963726997504,3.94739014926544,11.1570274192405
1,5,0,218.84,88266,5.75000039594599,5.38834086919563,11.1383412651416
1,5,0,39.68,38808,-2.80186496113649,3.68084728241667,0.87898232128018
1,5,0,12.15,1029,12.930728712321,2.49732916978656,15.4280578821075
1,5,0,2694.25,616744,-1.24622762340792,7.89887515147694,6.65264752806903
1,5,0,122.86,51943,-7.0514051927248,4.81104549573578,-2.24035969698902
1,5,0,240.23,13492,-8.0907375381828,5.4815967977671,-2.6091407404157
1,5,0,38.15,16170,7.74641340374977,3.64152575773047,11.3879391614802
1,5,0,173.78,17523,10.5856383337617,5.15779013141106,15.7434284651728
1,5,0,30.43,6421,3.13686835926033,3.41542896390888,6.55229732316921
1,5,0,4.82,31442,2.94655494633432,1.57277392806251,4.51932887439683
1,5,1,116.24,7229,0,4.75565701926203,4.75565701926203
1,5,1,16.48,1000,0,2.80214752448133,2.80214752448133
1,5,1,9.31,9867,0,2.23108909128898,2.23108909128898
1,5,1,27.77,8119,0,3.32395630131871,3.32395630131871
1,5,1,145.54,33299,0,4.98045096291894,4.98045096291894
1,5,1,7.77,2700,0,2.05027016437956,2.05027016437956
1,5,1,1592.59,364037,0,7.37311690076307,7.37311690076307
1,5,1,185.95,53110,0,5.22547782037108,5.22547782037108
1,5,1,23.75,4900,0,3.16758253048065,3.16758253048065
1,5,1,140.66,4876,0,4.94634563087987,4.94634563087987
1,5,1,41.71,7056,0,3.73074090820885,3.73074090820885
1,5,1,141.81,3200,0,4.95448813347326,4.95448813347326
1,5,1,44.08,64516,0,3.78600616484466,3.78600616484466
1,5,1,1752.09,299385,0,7.46856464003996,7.46856464003996
1,5,1,394.91,25994,0,5.97865789083853,5.97865789083853
1,5,1,55.35,7232,0,4.01367665915465,4.01367665915465
1,5,1,40.03,1373,0,3.68962917300448,3.68962917300448
1,5,1,177.67,6211,0,5.17992789704781,5.17992789704781
1,5,1,92.95,21706,0,4.53206171416745,4.53206171416745
1,5,1,244.32,41753,0,5.49847884147032,5.49847884147032
1,5,1,92.99,6674,0,4.53249196049011,4.53249196049011
1,5,1,22.62,1522,0,3.11883447068797,3.11883447068797
1,5,1,2257.49,452280,0,7.72200885560248,7.72200885560248
1,5,1,284.44,45614,0,5.65052233501532,5.65052233501532
1,5,1,300.78,55124,0,5.70637910050347,5.70637910050347
1,5,1,946.25,68243,0,6.85250680475166,6.85250680475166
1,5,1,125.14,46879,0,4.82943311057022,4.82943311057022
1,5,1,17722.19,2700050,0,9.78257280568735,9.78257280568735
1,6,0,38.25,5658,-3.17372440803217,3.64414356027254,0.470419152240375
1,6,0,767.66,187167,-2.3145982974363,6.64334692679007,4.32874862935377
1,6,0,134.82,164961,9.42147221480694,4.90394055542529,14.3254127702322
1,6,0,29.87,35088,-0.309912934514506,3.39685463222802,3.08694169771351
1,6,0,6744.61,2708623,8.62906735524376,8.81649894636232,17.4455663016061
1,6,0,233.67,159609,2.80358210632466,5.45390986359997,8.25749196992463
1,6,0,33.6,5403,-0.951175365522992,3.51452606696916,2.56335070144617
1,6,0,563.21,12459,1.61929036004521,6.33365256036802,7.95294292041323
1,6,0,436.38,72563,-10.0632001739889,6.0785134233945,-3.98468675059437
1,6,0,63.25,63976,-12.5459261412582,4.14709512760763,-8.3988310136506
1,6,0,4721.76,970016,-12.4860693989515,8.45993689043256,-4.02613250851893
1,6,0,230.77,97153,0.755898781561402,5.44142154351649,6.19732032507789
1,6,0,76.88,14166,-1.43631706843503,4.34224576466204,2.90592869622701
1,6,0,294.37,106215,-13.7333880627927,5.68483747948843,-8.04855058330429
1,6,0,57.46,41564,-10.681498084259,4.05108905355114,-6.63040903070787
1,6,0,3558.48,785697,1.41298821812107,8.17708876637788,9.59007698449895
1,6,1,186.52,81889,0,5.22853847194012,5.22853847194012
1,6,1,31.99,2985,0,3.46542335396143,3.46542335396143
1,6,1,283.49,73962,0,5.64717684917708,5.64717684917708
1,6,1,57.53,20515,0,4.0523065508752,4.0523065508752
1,6,1,219.19,14794,0,5.38993893359526,5.38993893359526
1,6,1,45.35,38560,0,3.81441017656115,3.81441017656115
1,6,1,24.46,3138,0,3.19703913025903,3.19703913025903
1,6,1,253.84,105565,0,5.53670414727494,5.53670414727494
1,6,1,47.01,5207,0,3.85036034503604,3.85036034503604
1,6,1,72.82,1742,0,4.28799064274729,4.28799064274729
1,6,1,252.17,74154,0,5.53010346324359,5.53010346324359
1,6,1,64.53,8546,0,4.16713023194775,4.16713023194775
1,6,1,22.19,2198,0,3.0996417369445,3.0996417369445
1,6,1,2936.87,641508,0,7.98509966736574,7.98509966736574
1,6,1,560.62,107765,0,6.32904331415568,6.32904331415568
1,6,1,55.88,4731,0,4.02320653438876,4.02320653438876
1,6,1,274.15,10929,0,5.61367540185006,5.61367540185006
1,6,1,186,16980,0,5.2257466737132,5.2257466737132
1,6,1,424.38,62560,0,6.05062928027595,6.05062928027595
1,6,1,141.38,39806,0,4.95145130074281,4.95145130074281
1,6,1,5248.1,1066083,0,8.56562138532043,8.56562138532043
1,6,1,4492.77,727249,0,8.41022471701872,8.41022471701872
1,6,1,606.55,114290,0,6.40778716521693,6.40778716521693
1,6,1,561.04,128950,0,6.32979220422865,6.32979220422865
1,6,1,1799.95,191942,0,7.49551416572067,7.49551416572067
1,6,1,1203.92,118462,0,7.09333817847846,7.09333817847846
1,6,1,2874.45,422565,0,7.96361663058261,7.96361663058261
1,6,1,914.58,208821,0,6.81846494350181,6.81846494350181
1,6,1,347.4,131927,0,5.850476853807,5.850476853807
1,6,1,34969.21,5181284,0,10.4622232390101,10.4622232390101
1,7,0,23.96,9848,5.93805796024913,3.17638577324725,9.11444373349638
1,7,0,92.39,4642,13.1670508509284,4.52601874768265,17.6930695986111
1,7,0,4.29,1504,-5.48652118026697,1.45628673293993,-4.03023444732704
1,7,0,560.17,108198,6.58627128465747,6.32824030908928,12.9145115937467
1,7,0,20.83,2772,-10.2356107649666,3.03639425527288,-7.19921650969369
1,7,0,48.63,1980,5.25193836045487,3.88424062441569,9.13617898487056
1,7,0,413.54,45789,-3.28159035479924,6.02475424497262,2.74316389017338
1,7,0,46.18,756,0.398796488263342,3.83254680392635,4.23134329218969
1,7,0,13.92,2199,-2.89550812285568,2.63332665490627,-0.262181467949408
1,7,0,285.04,15229,4.12822304364316,5.65262952129758,9.78085256494074
1,7,1,225.35,9681,0,5.41765474913666,5.41765474913666
1,7,1,5.74,3900,0,1.74745921033147,1.74745921033147
1,7,1,29.05,2913,0,3.36901848329792,3.36901848329792
1,7,1,14.42,3174,0,2.6686161318568,2.6686161318568
1,7,1,278.75,31522,0,5.63031532277433,5.63031532277433
1,7,1,41.17,3325,0,3.71770983578181,3.71770983578181
1,7,1,7.55,7963,0,2.02154756326093,2.02154756326093
1,7,1,294.57,8171,0,5.68551666584931,5.68551666584931
1,7,1,50.12,1510,0,3.91442013002787,3.91442013002787
1,7,1,216.41,65435,0,5.37717475662553,5.37717475662553
1,7,1,208.35,74182,0,5.33921935786846,5.33921935786846
1,7,1,3315.16,340189,0,8.10626116691525,8.10626116691525
2,1,0,638.51,578831,-2.74771225680158,6.45913733705708,3.7114250802555
2,1,0,94.77,137355,-1.79955574319408,4.5514529034821,2.75189716028802
2,1,0,126.87,137680,-8.21809457774392,4.84316294015251,-3.37493163759141
2,1,0,398.58,162678,10.6803657928028,5.98790823090521,16.668274023708
2,1,0,167.88,73435,-2.045486907195,5.12324943846539,3.07776253127038
2,1,0,354.26,166416,-11.4811645518583,5.87003110682445,-5.61113344503389
2,1,0,95.57,21295,8.23972544084805,4.55985896327809,12.7995844041261
2,1,0,25.93,2059,2.17876792110339,3.25540059955057,5.43416852065397
2,1,0,6792.88,6556534,18.2108653349289,8.82363028379164,27.0344956187205
2,1,0,605.01,484085,0.623978067727176,6.40524498681986,7.02922305454704
2,1,0,96.42,93305,8.20068650560175,4.56871364897748,12.7694001545792
2,1,0,94.57,62554,4.30545012663298,4.54934030102742,8.8547904276604
2,1,0,152.42,109785,-2.50877705887392,5.02663986823797,2.51786280936405
2,1,0,349.2,92572,6.47174465259238,5.85564482396545,12.3273894765578
2,1,0,94.39,76099,-6.93352187535268,4.54743513533685,-2.38608674001583
2,1,0,16.52,39939,-0.985007237525074,2.80457176809283,1.81956453056776
2,1,0,5941.02,3249461,9.84591464760787,8.6896361147867,18.5355507623946
2,1,0,599.51,450864,-7.3743147339489,6.39611265489559,-0.978202079053307
2,1,0,121.49,142141,-5.80773793709006,4.79983195486665,-1.00790598222341
2,1,0,91.96,93038,-4.31461706379736,4.52135369989498,0.206736636097616
2,1,0,234.48,65170,-15.3300498338706,5.45737029640264,-9.87267953746796
2,1,0,134.82,111059,-7.30572238444624,4.90394055542529,-2.40178182902094
2,1,0,318.69,162284,-6.04839980961825,5.76421884346003,-0.284180966158216
2,1,0,88.04,30153,3.12626322778322,4.47779125665826,7.60405448444148
2,1,0,5162.92,2522341,11.4805245247663,8.54925758989228,20.0297821146586
2,1,1,597.21,213704,0,6.39226881033395,6.39226881033395
2,1,1,129.44,47589,0,4.86321745331018,4.86321745331018
2,1,1,94.8,47251,0,4.55176940926098,4.55176940926098
2,1,1,182.93,59369,0,5.20910356600321,5.20910356600321
2,1,1,107.37,61695,0,4.67628081344604,4.67628081344604
2,1,1,23.1,40634,0,3.13983261752775,3.13983261752775
2,1,1,4712.87,1631427,0,8.45805234326302,8.45805234326302
2,1,1,779.53,232521,0,6.65869117396636,6.65869117396636
2,1,1,137.19,50067,0,4.92136682633807,4.92136682633807
2,1,1,156.34,18221,0,5.05203312279218,5.05203312279218
2,1,1,149.71,32164,0,5.00870008946175,5.00870008946175
2,1,1,295.12,59509,0,5.68738205328842,5.68738205328842
2,1,1,29.02,2802,0,3.36798524745604,3.36798524745604
2,1,1,5373.06,1597528,0,8.58915285761231,8.58915285761231
2,1,1,1557.98,435444,0,7.35114538937782,7.35114538937782
2,1,1,329.74,133272,0,5.79830446513303,5.79830446513303
2,1,1,320.71,150031,0,5.7705372880028,5.7705372880028
2,1,1,210.91,15193,0,5.35143150219752,5.35143150219752
2,1,1,576.63,137963,0,6.35720081298715,6.35720081298715
2,1,1,56.96,144950,0,4.04234926710372,4.04234926710372
2,1,1,9805.53,2918359,0,9.19070179122363,9.19070179122363
2,1,1,8009.92,1992027,0,8.98843605249692,8.98843605249692
2,1,1,1407.85,332194,0,7.24981899695192,7.24981899695192
2,1,1,806,209824,0,6.69208374250663,6.69208374250663
2,1,1,1380.85,398103,0,7.2304545305658,7.2304545305658
2,1,1,1496.62,282000,0,7.31096451118118,7.31096451118118
2,1,1,267.8,95457,0,5.59024043325707,5.59024043325707
2,1,1,44511.41,10315455,0,10.7035008397827,10.7035008397827
2,2,0,679.46,582788,0.0838970582228617,6.52129836504465,6.60519542326751
2,2,0,98.43,91135,-0.405151456643683,4.58934563564112,4.18419417899744
2,2,0,60.48,90425,-1.11784603301904,4.10231273187128,2.98446669885223
2,2,0,434.05,153794,-3.06299513302393,6.07315973483782,3.01016460181389
2,2,0,516.01,253258,-3.11641892195902,6.24612614513874,3.12970722317972
2,2,0,25.01,7797,6.82555497344854,3.21927574488953,10.0448307183381
2,2,0,7185.14,5121951,-0.0166553556520357,8.87977028336157,8.86311492770953
2,2,0,638.08,350944,-4.61012840543251,6.45846366733342,1.84833526190091
2,2,0,117.12,141774,2.23080123799891,4.763199050213,6.99400028821191
2,2,0,52.69,58588,6.22936376606678,3.96442568422119,10.193789450288
2,2,0,408.69,136288,2.54319251284607,6.01295692244608,8.55614943529215
2,2,0,168.09,150740,-6.58210217124358,5.1244995502453,-1.45760262099827
2,2,0,523.36,100822,-7.63443437141275,6.26026956379007,-1.37416480762267
2,2,0,141.28,57916,-8.7434149948162,4.95074373685565,-3.79267125796055
2,2,0,25.84,42167,-7.60969607550697,3.2519236789144,-4.35777239659257
2,2,0,6506.72,2457197,-7.49796918043934,8.78059076798669,1.28262158754735
2,2,0,687.29,382872,14.9456267067583,6.53275632833453,21.4783830350928
2,2,0,68.91,7480,-11.7921480172477,4.23280130536912,-7.55934671187853
2,2,0,294.06,88500,3.39750809404655,5.68378382814951,9.08129192219606
2,2,0,154.39,42607,-4.90152151125901,5.03948186865384,0.137960357394824
2,2,0,446.83,116227,8.73285204487371,6.10217820907706,14.8350302539508
2,2,0,28.91,4521,5.22228533201972,3.36418755602825,8.58647288804797
2,2,0,5783.55,1907609,-7.4109269531119,8.66277295998208,1.25184600687018
